"","Year","HEAD_ID","HSHD_MBR_TOTAL_CNT","NUM_BEDRM_CNT","TOTAL_DPNDNT_CNT","TOTAL_ANNL_INCM_AMNT","ADLT_AGE_18_21_CNT","ADLT_AGE_22_25_CNT","ADLT_AGE_26_35_CNT","ADLT_AGE_36_49_CNT","ADLT_AGE_50_61_CNT","ADLT_AGE_62_85_CNT","ADLT_AGE_ABOVE85_CNT","DSBLD_CHLDRN_CNT","HEAD_AGE_YR_CNT","CHLDRN_AGE_0_3_CNT","CHLDRN_AGE_4_5_CNT","CHLDRN_AGE_6_12_CNT","CHLDRN_AGE_13_17_CNT","CHLDRN_MBR_CNT","HEAD_GNDR_CD","HEAD_ELDLY_INDR","HEAD_DSBLTY_INDR","HEAD_RACE_CD","HEAD_ETHNCY_CD","H6_CD","CHLDRN_MBR_INDR","CNTRL_CITY_CD","GROSS_RENT_AMNT","ASSTN_PYMNT_AMNT","TOTAL_FMLY_CRBTN_AMNT","PVRTY_PRCNT","MNRTY_PRCNT","BLACK_PRCNT","HISPANIC_PRCNT","WHITE_PRCNT","pgm_type_edited","total_annl_incm_amnt_rounded","gross_rent_amnt_rounded","asstn_pymnt_amnt_rounded","total_fmly_crbtn_amnt_rounded"
"5565",2009,5409247,3,3,1,13498,0,1,0,1,0,0,0,1,44,0,0,0,1,1,"F",0,0,"Black",2,6,1,0,"1160","834","326",13.479,44.89,4.405,35.202,55.11,"HCVP",13500,"1150","850","350"
"5566",2009,5409971,2,3,1,7663,0,0,0,1,0,0,0,0,39,0,0,0,1,1,"F",0,0,"Black",2,6,1,1,".",".","180",18.66,35.312,31.027,3.321,64.688,"Public Housing",7700,".",".","200"
"5567",2009,5410469,1,1,0,8088,0,0,0,1,0,0,0,0,49,0,0,0,0,0,"F",0,1,"Black",2,2,0,0,"722","530","192",7.563,32.363,28.558,2.08,67.637,"HCVP",8100,"700","550","200"
"5568",2009,5411737,2,2,0,6000,1,0,0,1,0,0,0,0,44,0,0,0,0,0,"F",0,0,"Black",2,3,0,2,".",".","150",13.389,21.426,20.542,0.1,78.574,"Public Housing",6000,".",".","150"
"5569",2009,5412208,1,1,0,7644,0,0,0,1,0,0,0,0,47,0,0,0,0,0,"F",0,0,"Black",2,3,0,0,"484","293","191",21.344,46.643,43.369,2.673,53.357,"HCVP",7600,"500","300","200"
"5570",2009,5412535,2,2,0,14170,1,0,0,1,0,0,0,0,48,0,0,0,0,0,"F",0,0,"Black",2,3,0,2,".",".","354",27.879,63.829,60.563,2.166,36.171,"Public Housing",14200,".",".","350"
"5571",2009,5413318,3,3,2,8088,0,0,0,1,0,0,0,0,44,0,0,0,2,2,"F",0,0,"Black",2,6,1,2,".",".","178",25.825,44.071,42.018,1.881,55.929,"Public Housing",8100,".",".","200"
"5572",2009,5413550,1,2,0,9120,0,0,0,1,0,0,0,0,46,0,0,0,0,0,"F",0,0,"Black",2,3,0,1,"1027","799","228",16.718,73.138,66.45,3.561,26.862,"HCVP",9100,"1050","800","250"
"5573",2009,5413627,3,3,1,14457,1,0,0,1,0,0,0,0,45,1,0,0,0,1,"F",0,0,"Black",2,6,1,2,".",".","350",18.275,30.518,27.238,0.84,69.482,"Public Housing",14500,".",".","350"
"5574",2009,5413737,1,2,0,7788,0,0,0,1,0,0,0,0,38,0,0,0,0,0,"F",0,0,"Black",2,3,0,1,"1100","905","195",13.984,95.728,89.759,2.788,4.272,"HCVP",7800,"1100","900","200"
"5575",2009,5414516,3,2,1,9218,0,1,0,1,0,0,0,0,41,1,0,0,0,1,"F",0,1,"Black",2,5,1,0,"694","485","209",19.028,34.979,30.472,0.686,65.021,"HCVP",9200,"700","500","200"
"5576",2009,5414902,4,3,3,8842,0,0,1,0,0,0,0,0,34,1,0,1,1,3,"F",0,0,"Black",2,6,1,0,".",".","185",58.313,96.366,85.071,9.147,3.634,"Public Housing",8800,".",".","200"
"5577",2009,5415055,3,3,2,0,1,0,1,0,0,0,0,0,34,0,0,0,1,1,"F",0,0,"Black",2,6,1,0,"1464","1439","25",14.344,96.241,84.138,5.784,3.759,"HCVP",0,"1450","1450","50"
"5578",2009,5416061,2,2,1,7884,0,0,1,0,0,0,0,0,33,0,0,0,1,1,"F",0,0,"Black",2,6,1,0,"613","404","209",7.877,11.435,8.462,0.971,88.565,"HCVP",7900,"600","400","200"
"5579",2009,5416322,1,1,0,40456,0,0,1,0,0,0,0,0,33,0,0,0,0,0,"M",0,1,"Black",2,2,0,0,".",".","425",22.28,68.305,63.561,2.303,31.695,"Public Housing",40500,".",".","450"
"5580",2009,5419035,1,1,0,8315,0,0,0,1,0,0,0,0,46,0,0,0,0,0,"M",0,0,"Black",2,3,0,2,".",".","208",18.275,30.518,27.238,0.84,69.482,"Public Housing",8300,".",".","200"
"5581",2009,5419075,3,3,2,0,0,0,1,0,0,0,0,0,30,1,0,1,0,2,"F",0,0,"Black",2,6,1,0,"735","685","50",39.394,69.985,67.913,1.213,30.015,"HCVP",0,"750","700","50"
"5582",2009,5419738,1,1,0,11335,0,0,0,0,0,1,0,0,82,0,0,0,0,0,"F",1,0,"White",2,1,0,2,"469","215","254",13.774,26.561,4.403,19.781,73.439,"HCVP",11300,"450","200","250"
"5583",2009,5420193,3,3,2,10868,0,0,1,0,0,0,0,0,30,1,1,0,0,2,"F",0,0,"Black",2,6,1,1,"1096","765","331",10.524,52.687,10.413,32.115,47.313,"HCVP",10900,"1100","750","350"
"5584",2009,5421820,2,2,0,16120,1,0,1,0,0,0,0,0,35,0,0,0,0,0,"F",0,0,"Black",2,3,0,0,"664","261","403",7.33,35.762,25.103,6.548,64.238,"HCVP",16100,"650","250","400"
"5585",2009,5422982,5,3,4,2100,0,0,1,0,0,0,0,0,27,1,1,1,1,4,"F",0,0,"Black",2,6,1,0,"880","830","50",36.056,78.415,75.417,0.468,21.585,"HCVP",2100,"900","850","50"
"5586",2009,5423558,1,0,0,8328,0,0,0,0,0,1,0,0,81,0,0,0,0,0,"M",1,0,"Black",2,1,0,0,".",".","198",37.561,45.13,34.123,7.013,54.87,"Public Housing",8300,".",".","200"
"5587",2009,5424365,5,4,4,740,0,0,1,0,0,0,0,0,28,1,0,3,0,4,"F",0,0,"Black",2,6,1,2,"951","877","74",45.713,93.015,91.434,0.661,6.985,"HCVP",700,"950","900","50"
"5588",2009,5427031,3,3,2,53464,0,0,1,0,0,0,0,0,34,0,0,2,0,2,"F",0,0,"Black",2,6,1,0,"826","0","826",9.517,33.919,23.635,2.804,66.081,"HCVP",53500,"850","0","850"
"5589",2009,5428501,1,0,0,9864,0,0,0,0,0,1,0,0,76,0,0,0,0,0,"F",1,0,"White",2,1,0,2,".",".","236",17.323,11.311,9.581,1.044,88.689,"Public Housing",9900,".",".","250"
"5590",2009,5429385,3,2,2,3029,0,1,0,0,0,0,0,0,24,1,1,0,0,2,"F",0,0,"Black",2,6,1,2,".",".","52",26.839,60.674,53.671,4.483,39.326,"Public Housing",3000,".",".","50"
"5591",2009,5429401,3,2,2,2436,0,0,1,0,0,0,0,0,28,0,0,2,0,2,"F",0,0,"Black",2,6,1,2,"576","526","50",13.389,21.426,20.542,0.1,78.574,"HCVP",2400,"600","550","50"
"5592",2009,5430049,2,2,1,2328,0,0,1,0,0,0,0,0,26,0,0,1,0,1,"F",0,0,"Black",2,6,1,2,"499","449","50",17.702,29.439,22.298,4.765,70.561,"HCVP",2300,"500","450","50"
"5593",2009,5430649,3,3,2,4080,0,0,1,0,0,0,0,0,27,0,0,1,1,2,"F",0,0,"Black",2,6,1,0,"805","727","78",36.056,78.415,75.417,0.468,21.585,"HCVP",4100,"800","750","100"
"5594",2009,5430931,3,3,2,13324,0,1,0,0,0,0,0,0,24,1,1,0,0,2,"F",0,0,"Black",2,6,1,2,".",".","268",24.315,48.973,44.636,3.22,51.027,"Public Housing",13300,".",".","250"
"5595",2009,5431033,2,3,0,8088,0,0,0,1,0,1,0,0,75,0,0,0,0,0,"F",1,0,"More than 1",2,1,0,2,"709","422","287",21.96,52.035,41.416,4.071,47.965,"HCVP",8100,"700","400","300"
"5596",2009,5431236,2,3,0,17137,0,0,0,0,0,2,0,0,72,0,0,0,0,0,"M",1,0,"Black",2,1,0,0,".",".","419",37.642,99.577,87.946,8.907,0.423,"Public Housing",17100,".",".","400"
"5597",2009,5433056,1,2,0,15912,0,1,0,0,0,0,0,0,23,0,0,0,0,0,"F",0,0,"Black",2,3,0,2,"559","61","498",34.851,39.202,38.467,0.563,60.798,"HCVP",15900,"550","50","500"
"5598",2009,5434448,5,3,3,52638,1,0,0,1,0,0,0,0,37,0,0,2,1,3,"F",0,0,"Black",2,6,1,1,".",".","746",12.94,24.328,20.449,3.297,75.672,"Public Housing",52600,".",".","750"
"5599",2009,5434786,1,1,0,8328,0,0,0,0,0,1,0,0,72,0,0,0,0,0,"F",1,0,"Black",2,1,0,2,".",".","198",16.183,15.661,13.834,0.595,84.339,"Public Housing",8300,".",".","200"
"5600",2009,5434987,2,1,1,12132,0,0,0,0,0,2,0,0,71,0,0,0,0,0,"M",1,0,"White",2,1,0,2,".",".","248",18.628,11.013,8.594,1.318,88.987,"Public Housing",12100,".",".","250"
"5601",2009,5435344,5,3,3,39998,0,0,1,1,0,0,0,0,32,0,0,2,1,3,"F",0,0,"Black",2,6,1,0,"930","0","930",22.28,68.305,63.561,2.303,31.695,"HCVP",40000,"950","0","950"
"5602",2009,5435734,1,1,0,14700,0,0,0,0,0,1,0,0,72,0,0,0,0,0,"M",1,0,"Black",2,1,0,0,".",".","358",56.061,93.737,58.081,23.586,6.263,"Public Housing",14700,".",".","350"
"5603",2009,5435814,4,2,3,3022,1,0,0,0,0,0,0,0,21,2,0,1,0,3,"F",0,0,"Black",2,6,1,0,".",".","50",54.777,100,100,0,0,"Public Housing",3000,".",".","50"
"5604",2009,5435844,1,1,0,2400,1,0,0,0,0,0,0,0,21,0,0,0,0,0,"F",0,0,"Black",2,3,0,2,".",".","60",21.847,53.372,46.48,4.65,46.628,"Public Housing",2400,".",".","50"
"5605",2009,5436949,2,2,1,7171,0,0,0,1,0,1,0,0,64,0,0,0,0,0,"F",1,0,"Black",2,1,0,1,"775","618","157",16.869,90.073,69.466,1.917,9.927,"HCVP",7200,"800","600","150"
"5606",2009,5437699,3,3,1,14058,1,0,0,0,0,1,0,0,69,1,0,0,0,1,"F",1,0,"Black",2,4,1,1,"1166","837","329",17.779,42.126,34.225,6.649,57.874,"HCVP",14100,"1150","850","350"
"5607",2009,5437911,1,1,0,8325,0,0,0,0,0,1,0,0,74,0,0,0,0,0,"F",1,0,"Black",2,1,0,0,".",".","198",61.56,84.637,73.413,5.52,15.363,"Public Housing",8300,".",".","200"
"5608",2009,5439303,2,3,1,11352,1,0,0,0,0,1,0,0,67,0,0,0,0,0,"F",1,0,"Black",2,1,0,0,".",".","262",32.426,98.087,47.496,48.718,1.913,"Public Housing",11400,".",".","250"
"5609",2009,5440264,2,3,0,24828,0,0,0,1,0,1,0,0,68,0,0,0,0,0,"F",1,0,"Black",2,1,0,0,"791","191","600",17.774,16.863,10.79,2.394,83.137,"HCVP",24800,"800","200","600"
"5610",2009,5443871,2,1,1,4200,1,0,0,0,0,0,0,0,18,1,0,0,0,1,"F",0,0,"Black",2,6,1,2,".",".","93",16.974,25.275,19.06,3.729,74.725,"Public Housing",4200,".",".","100"
"5611",2009,5449188,2,2,0,16332,0,0,0,0,1,1,0,0,59,0,0,0,0,0,"M",0,1,"White",2,1,0,2,".",".","304",11.527,2.297,0.111,0.333,97.703,"Public Housing",16300,".",".","300"
"5612",2009,5449201,1,2,0,11916,0,0,0,0,1,0,0,0,61,0,0,0,0,0,"F",0,1,"White",2,2,0,1,"488","200","288",23.699,6.226,2.436,2.355,93.774,"HCVP",11900,"500","200","300"
"5613",2009,5451168,1,2,0,10485,0,0,0,0,1,0,0,0,56,0,0,0,0,0,"M",0,1,"White",2,2,0,1,".",".","228",3.131,5.437,1.88,2.06,94.563,"Public Housing",10500,".",".","250"
"5614",2009,5453781,2,3,1,12098,1,0,0,0,1,0,0,0,61,0,0,0,0,0,"F",0,0,"Black",2,3,0,2,".",".","290",23.773,54.69,54.201,0,45.31,"Public Housing",12100,".",".","300"
"5615",2009,5461113,1,1,0,8088,0,0,0,1,0,0,0,0,45,0,0,0,0,0,"F",0,1,"White",2,2,0,0,".",".","192",63.609,90.319,84.568,0.165,9.681,"Public Housing",8100,".",".","200"
"5616",2009,5463631,3,0,2,24528,1,0,0,1,0,0,0,0,42,0,0,1,0,1,"F",0,0,"Black",2,6,1,0,".",".","589",65.368,97.13,95.143,1.06,2.87,"Public Housing",24500,".",".","600"
"5617",2009,5464367,3,4,2,9929,0,0,0,1,0,0,0,0,38,0,0,1,1,2,"F",0,0,"White",2,6,1,1,"1466","1206","260",17.129,58.639,12.622,38.095,41.361,"HCVP",9900,"1450","1200","250"
"5618",2009,5465499,1,2,0,8328,0,0,0,0,1,0,0,0,51,0,0,0,0,0,"F",0,1,"Black",2,2,0,2,".",".","198",18.641,22.571,19.563,2.034,77.429,"Public Housing",8300,".",".","200"
"5619",2009,5466611,3,3,2,10956,1,0,0,0,1,0,0,0,51,0,0,0,1,1,"F",0,0,"Black",2,6,1,0,"727","477","250",36.64,49.351,46.167,1.257,50.649,"HCVP",11000,"750","500","250"
"5620",2009,5466829,2,2,1,9024,0,0,0,0,1,0,0,0,50,0,0,0,1,1,"F",0,0,"Black",2,6,1,2,".",".","214",13.821,34.058,30.104,2.175,65.942,"Public Housing",9000,".",".","200"
"5621",2009,5467717,1,2,0,8340,0,0,0,1,0,0,0,0,46,0,0,0,0,0,"F",0,1,"Black",2,2,0,1,".",".","199",25.506,64.25,62.527,0.99,35.75,"Public Housing",8300,".",".","200"
"5622",2009,5469387,4,3,3,18588,0,0,1,0,0,0,0,0,34,0,0,2,1,3,"F",0,0,"Black",2,6,1,1,"1082","757","325",29.576,61.495,9.169,48.193,38.505,"HCVP",18600,"1100","750","350"
"5623",2009,5469514,3,3,2,10248,1,0,0,1,0,0,0,0,37,0,0,1,0,1,"F",0,0,"Black",2,6,1,0,"874","642","232",58.313,96.366,85.071,9.147,3.634,"HCVP",10200,"850","650","250"
"5624",2009,5470605,4,3,3,5922,0,0,1,0,0,0,0,0,34,2,0,0,1,3,"F",0,0,"Black",2,6,1,0,"967","885","82",15.481,14.522,9.019,2.234,85.478,"HCVP",5900,"950","900","100"
"5625",2009,5471327,1,1,0,3324,0,0,0,1,0,0,0,0,38,0,0,0,0,0,"M",0,0,"Black",2,3,0,0,"665","582","83",30.542,94.278,79.512,11.765,5.722,"HCVP",3300,"650","600","100"
"5626",2009,5471509,2,3,1,10740,0,0,0,1,0,0,0,0,48,0,0,0,1,1,"M",0,1,"Black",2,5,1,2,".",".","247",13.469,28.842,26.711,1.036,71.158,"Public Housing",10700,".",".","250"
"5627",2009,5472178,2,2,1,15600,0,0,1,0,0,0,0,0,32,0,0,1,0,1,"F",0,0,"Black",2,6,1,2,"572","259","313",22.793,35.777,24.358,10.989,64.223,"HCVP",15600,"550","250","300"
"5628",2009,5472749,1,1,0,11628,0,0,0,1,0,0,0,0,46,0,0,0,0,0,"M",0,1,"Black",2,2,0,1,"551","270","281",37.658,98.046,96.66,0.198,1.954,"HCVP",11600,"550","250","300"
"5629",2009,5472930,4,3,3,16640,0,0,0,1,0,0,0,0,36,0,0,2,1,3,"F",0,0,"Black",2,6,1,0,"875","495","380",59.884,98.85,95.805,2.368,1.15,"HCVP",16600,"900","500","400"
"5630",2009,5475213,6,4,5,8088,0,0,1,0,0,0,0,1,32,0,1,3,1,5,"F",0,0,"Black",2,6,1,0,"673","531","142",39.394,69.985,67.913,1.213,30.015,"HCVP",8100,"650","550","150"
"5631",2009,5476484,4,2,3,6048,0,0,1,0,0,0,0,0,29,1,0,2,0,3,"F",0,0,"Black",2,6,1,0,"644","529","115",28.486,81.043,64.419,11.535,18.957,"HCVP",6000,"650","550","100"
"5632",2009,5476808,4,3,3,5832,0,0,1,0,0,0,0,0,29,0,1,2,0,3,"F",0,0,"Black",2,6,1,1,".",".","110",15.642,54.447,50.595,2.619,45.553,"Public Housing",5800,".",".","100"
"5633",2009,5479408,2,2,1,12892,0,0,1,0,0,0,0,0,27,0,0,1,0,1,"F",0,0,"Black",2,6,1,1,"924","614","310",9.725,31.696,24.311,5.305,68.304,"HCVP",12900,"900","600","300"
"5634",2009,5480286,2,3,1,1023,0,0,1,0,0,0,0,0,33,0,0,0,1,1,"F",0,0,"Black",2,6,1,1,"1107","915","192",15.642,54.447,50.595,2.619,45.553,"HCVP",1000,"1100","900","200"
"5635",2009,5481348,4,3,3,7818,0,0,1,0,0,0,0,0,28,0,0,3,0,3,"F",0,0,"Black",2,6,1,2,".",".","160",22.12,43.038,38.967,0.695,56.962,"Public Housing",7800,".",".","150"
"5636",2009,5482320,3,3,2,22836,1,0,0,1,0,0,0,0,42,0,0,0,1,1,"F",0,0,"Black",2,6,1,0,".",".","270",33.551,89.101,87.244,0.377,10.899,"Public Housing",22800,".",".","250"
"5637",2009,5482635,1,1,0,8328,0,0,0,0,0,1,0,0,84,0,0,0,0,0,"F",1,0,"Black",2,1,0,2,"530","332","198",13.445,30.084,26.872,1.539,69.916,"HCVP",8300,"550","350","200"
"5638",2009,5483231,4,3,3,5463,0,0,0,1,0,0,0,0,43,0,1,2,0,3,"F",0,0,"Black",2,6,1,1,".",".","68",22.665,75.498,74.787,0.171,24.502,"Public Housing",5500,".",".","50"
"5639",2009,5483538,4,3,2,3600,0,0,1,0,1,0,0,0,32,0,0,2,0,2,"F",0,0,"Black",2,6,1,1,"984","896","88",8.271,61.3,45.309,6.115,38.7,"HCVP",3600,"1000","900","100"
"5640",2009,5491585,4,3,3,13594,0,0,1,0,0,0,0,0,35,1,1,1,0,3,"F",0,0,"Black",2,6,1,2,"657","431","226",20.426,35.81,22.939,11.567,64.19,"HCVP",13600,"650","450","250"
"5641",2009,5492303,1,1,0,7476,0,0,0,0,0,1,0,0,71,0,0,0,0,0,"M",1,0,"Black",2,1,0,2,".",".","177",27.879,63.829,60.563,2.166,36.171,"Public Housing",7500,".",".","200"
"5642",2009,5492790,2,2,1,8568,0,1,0,0,0,1,0,0,68,0,0,0,0,0,"F",1,0,"Black",2,1,0,0,"971","779","192",16.845,74.734,61.839,8.62,25.266,"HCVP",8600,"950","800","200"
"5643",2009,5494244,4,3,3,12669,0,0,0,1,0,0,0,0,36,1,0,1,1,3,"F",0,0,"Black",2,6,1,0,"789","508","281",24.561,69.702,68.294,0.344,30.298,"HCVP",12700,"800","500","300"
"5644",2009,5494495,2,2,1,10908,0,0,0,0,0,1,0,0,75,0,0,0,1,1,"F",1,0,"Black",2,4,1,2,"659","408","251",45.713,93.015,91.434,0.661,6.985,"HCVP",10900,"650","400","250"
"5645",2009,5496111,2,2,1,840,1,0,0,0,0,0,0,0,20,1,0,0,0,1,"F",0,0,"Black",2,6,1,0,".",".","9",59.884,98.85,95.805,2.368,1.15,"Public Housing",800,".",".","0"
"5646",2009,5499245,2,2,1,4200,1,0,0,0,0,0,0,0,19,1,0,0,0,1,"F",0,0,"Black",2,6,1,1,".",".","93",8.753,17.348,13.792,1.478,82.652,"Public Housing",4200,".",".","100"
"5647",2009,5502146,4,3,0,11892,0,0,2,0,2,0,0,0,61,0,0,0,0,0,"F",0,0,"Black",2,3,0,0,"997","700","297",9.624,96.833,95.078,0.471,3.167,"HCVP",11900,"1000","700","300"
"5648",2009,5503566,1,2,0,8088,0,0,0,0,1,0,0,0,60,0,0,0,0,0,"F",0,1,"Black",2,2,0,1,"691","499","192",22.292,71.827,47.362,17.684,28.173,"HCVP",8100,"700","500","200"
"5649",2009,5504793,6,3,1,62323,0,3,1,0,2,0,0,0,59,0,0,0,0,0,"F",0,0,"Black",2,2,0,2,".",".","593",14.486,14.08,3.736,9.54,85.92,"Public Housing",62300,".",".","600"
"5650",2009,5504942,5,4,4,22860,0,0,0,0,0,1,0,0,63,0,0,3,1,4,"F",1,0,"Black",2,4,1,0,"1608","1077","531",20.075,53.972,27.289,19.809,46.028,"HCVP",22900,"1600","1100","550"
"5651",2009,5507971,2,2,1,16176,0,0,0,0,1,0,1,0,57,0,0,0,0,0,"F",0,1,"Black",2,2,0,0,"889","483","406",31.449,93.827,16.209,49.644,6.173,"HCVP",16200,"900","500","400"
"5652",2009,5512680,1,2,0,0,0,0,0,0,1,0,0,0,53,0,0,0,0,0,"F",0,0,"Black",2,3,0,0,"749","699","50",9.599,47.714,42.493,1.649,52.286,"HCVP",0,"750","700","50"
"5653",2009,5514225,1,2,0,8088,0,0,0,0,1,0,0,0,53,0,0,0,0,0,"F",0,1,"Black",2,2,0,0,"530","338","192",8.903,31.749,26.457,4.258,68.251,"HCVP",8100,"550","350","200"
"5654",2009,5517252,2,2,1,10370,0,0,0,1,0,0,0,0,40,0,0,0,1,1,"F",0,0,"Black",2,6,1,0,".",".","247",63.027,35.826,13.855,10.674,64.174,"Public Housing",10400,".",".","250"
"5655",2009,5518179,1,2,0,11496,0,0,0,1,0,0,0,0,46,0,0,0,0,0,"M",0,1,"Black",2,2,0,2,".",".","278",37.279,38.473,28.749,7.207,61.527,"Public Housing",11500,".",".","300"
"5656",2009,5519208,1,2,0,0,0,0,0,1,0,0,0,0,49,0,0,0,0,0,"F",0,0,"Black",2,3,0,0,"592","533","59",17.935,43.139,39.666,0.557,56.861,"HCVP",0,"600","550","50"
"5657",2009,5520876,1,1,0,0,0,0,0,1,0,0,0,0,45,0,0,0,0,0,"F",0,0,"Black",2,3,0,0,".",".","50",54.777,100,100,0,0,"Public Housing",0,".",".","50"
"5658",2009,5521786,1,1,0,15760,0,0,0,0,0,1,0,0,83,0,0,0,0,0,"M",1,0,"Black",2,1,0,0,".",".","367",56.08,98.57,61.44,34.972,1.43,"Public Housing",15800,".",".","350"
"5659",2009,5522286,1,1,0,8016,0,0,0,1,0,0,0,0,39,0,0,0,0,0,"M",0,1,"Black",2,2,0,2,".",".","191",33.789,29.568,27.269,0,70.432,"Public Housing",8000,".",".","200"
"5660",2009,5523665,3,3,2,13440,0,0,1,0,0,0,0,0,34,0,0,1,1,2,"F",0,0,"White",2,6,1,2,".",".","312",38.095,66.749,64.776,0.288,33.251,"Public Housing",13400,".",".","300"
"5661",2009,5524458,2,3,1,14664,1,0,0,1,0,0,0,0,44,0,0,0,0,0,"F",0,0,"Black",2,3,0,2,".",".","355",21.847,53.372,46.48,4.65,46.628,"Public Housing",14700,".",".","350"
"5662",2009,5524762,1,1,0,8268,0,0,0,0,0,0,1,0,86,0,0,0,0,0,"M",1,0,"Black",2,1,0,0,".",".","197",53.955,99.292,75.272,18.379,0.708,"Public Housing",8300,".",".","200"
"5663",2009,5525210,7,4,6,9456,0,0,0,1,0,0,0,0,39,1,0,4,1,6,"F",0,0,"White",2,6,1,0,"969","805","164",17.773,83.561,76.305,2.011,16.439,"HCVP",9500,"950","800","150"
"5664",2009,5525251,7,4,6,1976,1,0,1,0,0,0,0,0,35,1,0,2,2,5,"F",0,0,"Black",2,6,1,1,"1121","979","142",23.811,83.493,78.006,3.859,16.507,"HCVP",2000,"1100","1000","150"
"5665",2009,5525467,5,3,3,5109,1,0,1,0,0,0,0,0,35,0,0,1,2,3,"F",0,0,"Black",2,6,1,2,".",".","92",26.13,29.396,25.341,2.018,70.604,"Public Housing",5100,".",".","100"
"5666",2009,5526360,2,2,1,2080,0,0,0,1,0,0,0,0,36,0,0,0,1,1,"F",0,0,"Black",2,6,1,1,"839","784","55",12.545,84.879,62.261,18.291,15.121,"HCVP",2100,"850","800","50"
"5667",2009,5528587,2,1,0,15492,0,0,0,1,0,1,0,0,84,0,0,0,0,0,"M",1,0,"Black",2,1,0,1,"688","311","377",11.957,99.152,98.862,0,0.848,"HCVP",15500,"700","300","400"
"5668",2009,5529205,4,3,3,360,0,0,2,0,0,0,0,0,33,0,0,3,3,6,"F",0,0,"Black",2,6,1,1,"1051","894","157",36.541,96.579,94.036,0.314,3.421,"HCVP",400,"1050","900","150"
"5669",2009,5530303,5,3,4,16776,0,0,0,1,0,0,0,0,37,0,1,2,1,4,"F",0,1,"Black",2,5,1,0,"1076","685","391",18.644,50.229,37.909,6.184,49.771,"HCVP",16800,"1100","700","400"
"5670",2009,5530327,6,4,5,27634,1,0,0,1,0,0,0,1,38,0,0,2,2,4,"F",0,0,"Black",2,6,1,0,"955","324","631",27.608,72.791,66.91,3.394,27.209,"HCVP",27600,"950","300","650"
"5671",2009,5530552,4,3,3,13538,0,0,1,0,0,0,0,0,31,0,0,2,1,3,"F",0,0,"Black",2,6,1,0,"887","486","401",28.4,62.612,56.149,4.156,37.388,"HCVP",13500,"900","500","400"
"5672",2009,5532015,1,1,0,6254,0,0,1,0,0,0,0,0,33,0,0,0,0,0,"F",0,0,"More than 1",2,3,0,0,"645","444","201",7.34,8.697,0.475,4.925,91.303,"HCVP",6300,"650","450","200"
"5673",2009,5532152,4,3,3,14513,0,0,1,0,0,0,0,0,33,1,0,1,1,3,"F",0,0,"Black",2,6,1,2,".",".","319",8.504,18.671,14.37,4.301,81.329,"Public Housing",14500,".",".","300"
"5674",2009,5532725,3,3,2,19952,0,0,1,0,0,0,0,0,29,0,0,1,1,2,"F",0,1,"Black",2,5,1,2,".",".","465",27.758,55.344,46.767,6.862,44.656,"Public Housing",20000,".",".","450"
"5675",2009,5533148,1,1,0,8496,0,0,0,0,0,1,0,0,85,0,0,0,0,0,"F",1,0,"Black",2,1,0,1,"539","336","203",12.394,24.092,12.541,8.015,75.908,"HCVP",8500,"550","350","200"
"5676",2009,5534559,1,2,0,7644,0,0,1,0,0,0,0,0,35,0,0,0,0,0,"F",0,1,"White",1,2,0,0,"768","587","181",29.971,66.778,41.221,20.457,33.222,"HCVP",7600,"750","600","200"
"5677",2009,5536491,3,3,2,5400,0,0,1,0,0,0,0,0,27,1,0,1,0,2,"F",0,0,"Black",2,6,1,0,".",".","111",36.016,77.097,74.127,0.781,22.903,"Public Housing",5400,".",".","100"
"5678",2009,5537250,3,5,2,40224,0,0,0,1,0,0,0,0,36,0,0,1,1,2,"F",0,0,"Black",2,6,1,1,"1346","223","1123",6.954,85.193,83.1,0.576,14.807,"HCVP",40200,"1350","200","1100"
"5679",2009,5537386,2,2,1,9546,0,0,1,0,0,0,0,0,35,0,0,1,0,1,"F",0,0,"Black",2,6,1,2,"642","357","285",34.851,39.202,38.467,0.563,60.798,"HCVP",9500,"650","350","300"
"5680",2009,5537477,7,3,5,1500,0,2,0,0,0,0,0,0,25,3,0,2,0,5,"F",0,0,"Black",2,6,1,1,"1257","1087","170",9.551,95.569,92.509,1.968,4.431,"HCVP",1500,"1250","1100","150"
"5681",2009,5538053,2,3,1,6304,0,0,1,0,0,0,0,0,26,0,1,0,0,1,"F",0,0,"Black",2,6,1,1,"956","810","146",25.63,61.455,57.956,2.111,38.545,"HCVP",6300,"950","800","150"
"5682",2009,5538460,1,2,0,8328,0,0,0,0,0,1,0,0,81,0,0,0,0,0,"M",1,0,"White",1,1,0,2,".",".","198",26.647,49.565,49.081,0.161,50.435,"Public Housing",8300,".",".","200"
"5683",2009,5538612,1,2,0,11052,0,0,0,0,0,1,0,0,84,0,0,0,0,0,"F",1,0,"White",2,1,0,0,"667","365","302",6.022,27.737,18.55,4.033,72.263,"HCVP",11100,"650","350","300"
"5684",2009,5539012,3,2,2,4224,0,0,1,0,0,0,0,0,29,1,1,0,0,2,"F",0,0,"Black",2,6,1,1,".",".","82",25.506,64.25,62.527,0.99,35.75,"Public Housing",4200,".",".","100"
"5685",2009,5539346,3,3,2,440,0,0,1,0,0,0,0,0,34,0,0,1,1,2,"F",0,0,"Black",2,6,1,0,"853","803","50",18.362,47.875,20.138,24.495,52.125,"HCVP",400,"850","800","50"
